koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_slogg,ra,dec
,1,0,0,1,370.91308,261.1884,17.655,2.70E+02,1.74,266,1.18,17.5,1,q1_q16_tce,4.386,291.13617,43.476749
1,0,1,0,0,7.41505161,133.31055,2.061,9.37E+02,91.09,2815,14853.21,18.3,1,q1_q17_dr25_tce,2.442,291.97943,44.69516
0,0,1,0,0,2.742590902,132.6997,10.4143,6.80E+05,176.4,1960,3487.05,682.9,1,q1_q17_dr25_tce,4.129,292.27148,44.697262
,1,0,0,0,216.453511,299.1452,3.321,1.14E+03,2.91,274,1.34,7.5,1,q1_q16_tce,4.46,297.04089,44.62812
,1,0,0,0,37.0488669,142.0283185,2.48,,,,,,1,q1_q16_tce,,286.28964,44.745998
,1,0,0,0,542.1615893,428.8111364,8.77,,,,,,1,q1_q16_tce,,295.06277,45.9039
0,0,1,0,0,11.0153889,140.6804,2.666,3.45E+03,65.27,1047,284.63,31.8,1,q1_q17_dr25_tce,3.899,297.14429,45.950981
,1,0,0,0,28.34230575,141.4055394,1.65,,,,,,1,q1_q16_tce,,283.80612,46.065563
,1,0,0,0,231.521608,341.06653,2.819,4.79E+02,1.96,274,1.34,6.1,1,q1_q16_tce,4.545,285.07355,46.033482
,1,0,0,0,180.890384,162.9617,1.901,2.05E+02,2.47,480,12.58,5.8,1,q1_q16_tce,4.136,287.25385,46.094769
,1,0,0,0,60.0546149,181.8867,3.435,3.26E+02,5.24,694,54.88,11.8,1,q1_q16_tce,3.606,287.37115,46.051189
0,0,1,0,0,2.037453129,131.5522356,5.43155,3.16E+05,136.3,2220,5752.74,6944.9,1,q1_q17_dr25_tce,3.906,295.80463,47.670906
0,0,1,0,0,35.164087,147.7597,86.05,1.53E+03,62.03,756,77.33,38.3,1,q1_q17_dr25_tce,3.82,296.4761,47.703018
,1,0,0,0,107.110035,148.1046554,2.12,,,,,,1,q1_q16_tce,,296.80301,47.785828
,1,0,0,0,462.2605215,185.8488415,4.05,,,,,,1,q1_q16_tce,,294.99432,43.49432
0,0,1,1,0,0.533000886,131.735703,1.54684,4.40E+03,40.94,2429,8170.3,327.4,1,q1_q17_dr25_tce,4.331,281.65961,43.587891
,1,0,0,0,200.3509101,170.6693855,3.78,,,,,,1,q1_q16_tce,,283.87573,43.523079
,1,0,0,0,114.3285949,153.6678346,2.64,,,,,,1,q1_q16_tce,,286.51007,43.507629
,1,0,0,0,99.97889,186.4888,8.76,1.18E+02,1.84,463,10.84,5.7,1,q1_q16_tce,3.985,287.49988,43.59108
,0,0,0,1,374.71687,505.6954,52.986,1.13E+03,5.56,259,1.06,62.2,1,q1_q16_tce,4.375,291.08795,44.751789
,1,0,0,0,42.070868,161.03377,1.293,3.86E+02,1.82,469,11.43,5.7,1,q1_q16_tce,4.422,300.95102,44.74918
,1,0,0,0,401.73243,393.61848,1.535,3.66E+02,2.88,307,2.09,5.8,1,q1_q16_tce,4.12,283.34769,44.889378
,1,0,0,0,428.1186,243.23,6.56,4.44E+02,2.18,260,1.09,7.3,1,q1_q16_tce,4.45,285.75574,44.85244
,1,0,0,0,37.3683802,135.1439,2.8,2.07E+02,10.58,1075,315.59,8.8,1,q1_q16_tce,3.15,288.47919,46.058208
,1,0,0,0,615.81928,261.7343,14.93,1.68E+02,1.24,221,0.56,11,1,q1_q16_tce,4.489,291.21664,46.02248
0.041,0,1,0,0,0.512581525,131.781117,2.54719,3.84E+05,42.41,1541,1339.86,1583.7,1,q1_q17_dr25_tce,4.648,295.46451,46.016998
0,1,0,0,0,1.42796645,132.604851,12.8653,6.01E+03,39.76,1637,1700.47,347.6,1,q1_q17_dr25_tce,4.511,297.61914,47.767921
,1,0,0,0,70.61977122,139.6638405,2.09,,,,,,1,q1_q16_tce,,299.18796,47.77029
,1,0,0,0,216.1091085,150.9246541,3.95,,,,,,1,q1_q16_tce,,281.66693,47.876911
,1,0,0,0,44.51439331,172.4645281,1.55,,,,,,1,q1_q16_tce,,288.27332,47.876881
,1,0,0,0,230.8040157,231.8142184,3.57,,,,,,1,q1_q16_tce,,290.83856,43.526741
0,0,1,0,0,28.29720723,137.2347229,3.94247,2.32E+04,54.15,713,60.99,2360.6,1,q1_q17_dr25_tce,4.277,296.61633,43.529301
,1,0,0,0,412.227551,380.0972,4.303,8.20E+02,21.53,529,18.57,9,1,q1_q16_tce,2.977,289.74466,43.684608
,1,0,0,0,586.63177,227.5013,7.299,2.00E+02,1.18,189,0.3,8.4,1,q1_q16_tce,4.471,286.38165,44.879082
,1,0,0,0,364.95068,183.717,0.636,8.24E+02,3.69,241,0.8,5.8,1,q1_q16_tce,4.438,287.03516,44.815739
,1,0,0,0,44.36123319,145.3581805,2.49,,,,,,1,q1_q16_tce,,289.30008,44.828609
,1,0,0,0,438.00974,358.2924,11.46,7.92E+01,0.73,197,0.36,8.6,1,q1_q16_tce,4.56,299.99295,44.88612
0,0,1,0,0,3.479508244,133.389072,3.9097,3.00E+03,444.46,3167,23775.98,195.7,1,q1_q17_dr25_tce,2.437,300.76859,44.83062
,1,0,0,0,406.29695,404.6352,5.32,1.37E+02,1.85,315,2.31,10.7,1,q1_q16_tce,4.103,284.03015,44.908718
0,1,0,0,1,3.34465934,134.7267,10.796,5.76E+01,1.17,1559,1396.11,24.3,1,q1_q17_dr25_tce,4.069,299.84818,46.068039
,1,0,0,0,513.14417,359.6183,14.13,2.24E+02,1.3,208,0.45,7.9,1,q1_q16_tce,4.557,287.38818,46.139381
,0,0,1,0,13.0366377,138.22895,3.184,1.55E+02,2.23,1047,283.97,15.4,1,q1_q17_dr24_tce,4.009,297.88663,46.190578
,1,0,0,0,270.98477,279.048,6.718,1.39E+04,11761.1,594,29.44,10.7,1,q1_q16_tce,4.377,292.70148,48.14328
0.001,0,0,1,0,2.74703312,131.79105,2.655,1.52E+02,61.97,2917,17132.06,23.1,1,q1_q17_dr25_tce,3.753,298.70694,48.10091
0,0,0,1,1,0.864651455,131.69239,3.461,6.77E+01,0.69,1720,2062.08,16.5,1,q1_q17_dr25_tce,4.556,289.97064,43.662239
1,1,0,0,0,25.4805211,145.4404,10.701,1.59E+02,1.25,659,44.67,17.7,1,q1_q17_dr25_tce,4.472,294.96277,43.671661
,1,0,0,0,512.11636,403.34,9.557,3.15E+02,1.47,198,0.36,10.9,1,q1_q16_tce,4.576,295.03766,43.62122
,1,0,0,0,348.61891,227.3466,3.567,6.89E+02,2.4,253,0.97,5.8,1,q1_q16_tce,4.519,295.04797,43.650429
,1,0,1,1,368.70839,232.613,6.08,9.57E+02,2.87,267,1.21,12.2,1,q1_q16_tce,4.523,295.66922,43.654781
0,1,0,0,0,7.1091096,133.4379,10.67,1.57E+02,1.08,855,126.12,13,1,q1_q17_dr25_tce,4.568,299.10294,43.69421
0,0,1,0,0,397.3958488,374.57082,6.1014,2.98E+04,64.56,280,1.45,395.7,1,q1_q17_dr25_tce,4.146,286.7926,44.968369
0,0,1,1,0,1.667482003,133.17729,1.5931,5.46E+02,15.15,3257,26549.71,50.2,1,q1_q17_dr25_tce,2.756,289.32968,44.974209
0,1,0,0,1,5.29730786,135.55681,4.02,1.91E+02,1.49,1044,281.21,13.1,1,q1_q17_dr25_tce,4.438,296.42862,44.980206
,1,0,0,0,77.395279,165.805,5.26,4.37E+02,6.16,646,41.24,7.9,1,q1_q16_tce,3.541,289.25467,45.05521
,1,0,0,0,612.882452,274.9048,2.024,6.31E+02,2.42,217,0.53,7.5,1,q1_q16_tce,4.494,287.56281,46.258438
0,0,1,0,0,11.03571773,137.28413,5.62958,1.45E+05,70.42,991,227.54,959.6,1,q1_q17_dr25_tce,4.213,293.3472,46.25544
0.507,0,0,1,0,42.093314,141.1113,4.649,8.86E+02,2.19,407,6.47,7.4,1,q1_q17_dr25_tce,4.541,294.25906,46.221199
,1,0,0,0,274.1085925,182.1603339,6.59,,,,,,1,q1_q16_tce,,294.53946,46.294769
,1,0,0,0,339.18109,415.078,5.34,1.58E+02,1.7,332,2.88,11.5,1,q1_q16_tce,4.209,295.75208,46.253868
0,0,1,0,0,3.55650976,133.5221921,12.7364,6.87E+05,283.93,2353,7238.22,3867.7,1,q1_q17_dr25_tce,3.937,297.14346,46.228458
,1,0,0,0,38.27772448,157.8294108,1.73,,,,,,1,q1_q16_tce,,297.58429,47.892738
0,0,1,0,0,25.28523234,135.9662009,4.76313,6.30E+04,69.68,740,70.73,5902.4,1,q1_q17_dr25_tce,4.337,297.69446,47.87896
0,0,1,1,1,1.23138339,131.7865,3.943,7.27E+01,0.82,1648,1746.21,21,1,q1_q17_dr25_tce,4.505,290.25308,47.983318
,1,0,0,0,322.5566305,321.7790604,3.74,,,,,,1,q1_q16_tce,,280.2066,43.774288
0,1,0,1,1,7.2269859,136.1514,14.241,1.60E+02,0.79,603,31.23,26.2,1,q1_q17_dr25_tce,4.645,281.9617,43.713871
0.768,0,1,0,0,0.762724045,131.650802,1.98818,9.78E+03,41.02,1860,2827.5,451.7,1,q1_q17_dr25_tce,4.39,283.5701,43.736118
,1,0,0,0,206.7642577,325.9501578,2.57,,,,,,1,q1_q16_tce,,287.27939,43.76498
,1,0,0,0,362.49906,404.3391,12.17,5.23E+02,2.51,277,1.4,10.3,1,q1_q16_tce,4.369,294.31674,43.797642
,1,0,0,0,190.65896,164.9278,35.472,5.53E+02,2.54,281,1.46,18.3,1,q1_q16_tce,4.549,295.27673,43.706509
0,0,0,0,1,1.50650036,132.9895,2.762,4.54E+01,0.81,1809,2520.53,15,1,q1_q17_dr25_tce,4.336,293.79514,45.098499
,1,0,0,0,194.4873221,155.0535312,3.6,,,,,,1,q1_q16_tce,,297.73325,45.078861
0,0,0,1,0,5.2362026,133.7395,3.148,2.02E+03,75.83,1378,853.62,28.2,1,q1_q17_dr25_tce,4.112,297.94617,45.10014
,1,0,0,0,48.55059299,148.6714009,1.79,,,,,,1,q1_q16_tce,,290.20685,46.313541
,0,0,1,0,247.372131,277.35008,3.271,5.13E+02,2.47,290,1.67,12.4,1,q1_q16_tce,4.438,296.85858,46.30019
,1,0,0,0,95.254421,181.4574,3.379,4.65E+02,2.2,413,6.89,6.1,1,q1_q16_tce,4.476,289.87979,46.400139
0.973,0,1,0,0,7.863361238,131.685485,3.42771,1.82E+04,22.7,1057,294.86,723.3,1,q1_q17_dr25_tce,4.136,297.31314,46.448212
,1,0,0,0,120.169838,222.0869054,3.19,,,,,,1,q1_q16_tce,,296.40851,47.982121
0,0,1,1,1,0.745086745,131.82655,4.29,2.70E+02,1.29,1654,1775.23,61.4,1,q1_q17_dr25_tce,4.607,289.16986,48.06678
,1,0,0,0,247.4772431,195.2104849,7.6,,,,,,1,q1_q16_tce,,293.14627,48.058331
,0,0,1,0,11.8045536,141.8433,3.195,1.29E+02,0.94,660,44.76,7,1,q1_q16_tce,4.482,298.62399,43.719471
0,0,1,0,1,3.1748772,133.7621,7.089,1.74E+03,8.8,1410,933.1,98.6,1,q1_q17_dr25_tce,3.994,286.69333,43.869961
,0,0,0,1,371.18648,260.7045,19.929,3.18E+02,2.06,291,1.68,18.1,1,q1_q16_tce,4.34,290.7309,43.87009
0,0,1,0,0,10.90962154,135.36692,17.8024,5.00E+05,149.1,1127,381.27,2345.1,1,q1_q17_dr25_tce,3.714,283.98358,45.284752
0,1,0,0,0,27.0779813,135.6789,138.54,3.48E+02,2.03,597,29.98,139.4,1,q1_q17_dr25_tce,4.467,285.91354,45.206799
0,0,1,0,0,1.827660875,132.821298,3.986,4.67E+04,42.1,1664,1811.72,890.3,1,q1_q17_dr25_tce,4.427,286.12524,45.276932
,1,0,0,0,376.554588,247.6177,3.182,4.81E+02,2,247,0.88,5.4,1,q1_q16_tce,4.519,290.58508,45.22105
,1,0,0,0,538.4263,154.9034,12.751,2.42E+02,3.2,322,2.53,16.2,1,q1_q16_tce,3.882,292.87256,45.246151
,1,0,0,0,94.20561159,169.2951411,6.62,,,,,,1,q1_q16_tce,,285.59543,46.509666
,1,0,0,0,378.7064396,470.6725521,14.66,,,,,,1,q1_q16_tce,,292.40878,46.515259
0,0,1,1,0,78.4286313,169.312404,3.7368,8.33E+04,85.77,425,7.74,112.6,1,q1_q17_dr25_tce,4.438,293.8945,46.592491
0.133,0,1,0,0,2.53021,132.0918,21.79,3.68E+02,41.44,1543,1338.82,24.2,1,q1_q17_dr25_tce,4.178,295.6026,46.517567
0,0,1,0,0,2.249000963,132.651415,9.6022,5.88E+04,59.61,2126,4838.14,1159.5,1,q1_q17_dr25_tce,3.8,297.50803,46.521568
,1,0,0,0,121.6238738,207.4934505,2.73,,,,,,1,q1_q16_tce,,294.52805,46.608521
,1,0,1,0,432.074696,481.2681,4.763,1.09E+03,2.39,193,0.32,7.6,1,q1_q16_tce,4.608,298.26733,48.207458
0,1,0,0,0,460.77905,533.8441,15.541,2.39E+02,4.24,387,5.32,12.7,1,q1_q17_dr25_tce,3.731,283.54834,48.388931
0,1,0,0,0,3.21318517,132.044475,15.47,2.05E+03,8.24,1710,2017.35,662.9,1,q1_q17_dr25_tce,4.159,291.85208,48.319561
,1,0,0,0,331.7824813,431.8146374,4.94,,,,,,1,q1_q16_tce,,281.81027,48.420395
0,0,1,1,0,1.20608769,132.0861,2.2272,1.66E+03,44.46,1941,3353.78,66.9,1,q1_q17_dr25_tce,4.186,292.21179,43.831848
,1,0,0,0,613.82905,263.471,18.18,1.48E+02,2.85,307,2.1,10.2,1,q1_q16_tce,3.809,294.08139,43.824032
,1,0,0,0,476.80454,158.1644,10.65,1.44E+02,1.12,227,0.63,5.7,1,q1_q16_tce,4.473,294.57321,43.898521
0,0,1,0,1,0.779615874,131.68006,3.932,8.15E+01,0.83,1847,2735.51,22,1,q1_q17_dr25_tce,4.548,296.73291,43.864319
,1,0,0,0,224.469892,230.1638,2.952,4.59E+02,2.35,323,2.58,5.5,1,q1_q16_tce,4.337,298.50476,45.25124
,1,0,0,0,113.556471,186.2321,2.383,2.79E+02,6.76,651,42.48,7.6,1,q1_q16_tce,3.167,299.54834,45.283661
,1,0,0,0,208.02789,324.5074,10.82,2.55E+02,1.04,196,0.35,8.8,1,q1_q16_tce,4.63,283.62271,45.382992
,1,0,0,0,308.024953,159.18628,2.665,3.53E+02,3.55,345,3.35,10.2,1,q1_q16_tce,3.808,286.10162,45.319191
0,0,0,1,1,1.33261458,132.0098,5.161,1.34E+03,3.65,1208,505.52,17.5,1,q1_q17_dr25_tce,4.551,294.80966,46.613079
,1,0,0,0,105.895315,231.4441,2.581,1.23E+03,2.69,323,2.58,7,1,q1_q16_tce,4.548,297.2294,46.616402
0.13,0,0,1,0,61.224558,181.701,4.103,5.44E+02,2.76,525,17.89,9.7,1,q1_q17_dr25_tce,4.408,297.38342,46.68388
0,0,1,0,0,28.50787754,132.793009,3.13331,2.44E+04,27.79,613,33.32,449,1,q1_q17_dr25_tce,4.497,297.74112,46.660488
,1,0,0,0,444.46522,389.693,0.767,4.08E+03,30.17,189,0.3,9,1,q1_q16_tce,4.609,298.155,46.600121
0,0,0,1,1,8.48039,135.853,6.134,1.34E+02,1.23,969,208.42,12,1,q1_q17_dr25_tce,4.434,298.71469,46.650639
,1,0,0,0,72.0153825,168.8166,2.548,1.78E+02,6.94,783,88.86,6.8,1,q1_q16_tce,3.299,286.98447,42.551121
0,0,0,1,0,21.12752693,142.67722,2.253,5.18E+01,20.93,2349,7200.22,18.4,1,q1_q17_dr25_tce,1.672,288.22437,42.549011
,1,0,0,0,23.9341825,145.76028,1.607,2.28E+02,1.03,432,8.27,6.5,1,q1_q16_tce,4.58,288.76083,42.554619
,1,0,0,0,87.775799,183.4282,1.862,4.50E+02,2.44,409,6.61,6.3,1,q1_q16_tce,4.375,292.49271,42.550739
,1,0,0,0,65.67350728,189.2618327,2.73,,,,,,1,q1_q16_tce,,293.43866,42.56181
,1,0,0,0,222.0640988,339.0218658,2.89,,,,,,1,q1_q16_tce,,294.26602,42.519218
0,0,1,0,0,35.88227289,165.5325652,3.95004,1.01E+05,35.21,512,16.3,3096.9,1,q1_q17_dr25_tce,4.57,295.61066,42.578369
0,0,1,0,0,8.780603773,137.923785,3.16989,9.00E+04,52.34,775,85.17,1406.9,1,q1_q17_dr25_tce,4.563,281.5979,43.976479
,1,0,0,0,551.49832,387.3411,40.92,1.87E+03,4.89,215,0.51,37,1,q1_q16_tce,4.532,294.74234,43.909351
0,0,1,0,0,351.2878737,207.294303,11.2066,1.35E+05,38.47,252,0.96,1002.8,1,q1_q17_dr25_tce,4.519,295.4931,43.99353
,1,0,0,0,46.50446209,142.7268259,1.37,,,,,,1,q1_q16_tce,,289.83994,45.354191
,1,0,0,0,124.091252,135.5509,2.172,2.81E+02,1.3,305,2.04,5.7,1,q1_q16_tce,4.571,292.77322,45.371311
,1,0,0,0,212.771978,328.1461,2.115,1.24E+03,2.84,255,1,6.9,1,q1_q16_tce,4.505,283.49139,46.757889
0,0,1,1,1,18.0766788,146.25271,3.06,2.88E+04,19.47,694,54.73,26.6,1,q1_q17_dr25_tce,4.438,294.12787,46.796848
0,0,1,1,1,1.33255577,132.0672,4.282,1.27E+02,0.97,1420,961.41,15.4,1,q1_q17_dr25_tce,4.469,295.26416,46.745941
0,0,1,1,1,1.33259275,132.01197,4.014,7.91E+01,0.97,1703,1983.27,15.9,1,q1_q17_dr25_tce,4.487,295.2951,46.775841
0.013,1,0,1,0,36.6092739,138.77398,1.835,1.10E+03,52.42,1623,1640.55,7.6,1,q1_q17_dr25_tce,2.319,298.11667,46.721958
0.568,0,0,1,0,0.812592362,131.55642,1.5646,6.95E+03,25.84,2912,16928.43,226.6,1,q1_q17_dr25_tce,4.153,288.49567,42.69556
,1,0,0,0,81.871309,169.94965,1.606,9.82E+01,1.12,480,12.59,5.4,1,q1_q16_tce,4.375,289.27045,42.674389
0,1,0,1,1,0.566805859,131.80997,3.835,6.11E+01,1.25,2858,15850.69,21.5,1,q1_q17_dr25_tce,4.203,291.12695,42.62439
,1,0,0,0,326.3659519,253.1342058,3.75,,,,,,1,q1_q16_tce,,293.54224,42.699532
,1,0,0,0,520.58269,221.425,2.264,3.48E+02,1.94,244,0.83,6,1,q1_q16_tce,4.45,293.55038,42.67226
0,0,1,0,0,0.718643659,131.889141,2.51246,1.25E+05,50.85,2002,3813.75,575,1,q1_q17_dr25_tce,4.483,287.80481,44.049191
0,0,1,0,0,17.94632811,136.9472719,8.15905,1.03E+05,66.65,845,120.63,3497.6,1,q1_q17_dr25_tce,3.906,296.41702,44.04821
,1,0,0,0,204.818268,209.59041,1.93,3.04E+02,5.18,525,17.9,5.4,1,q1_q16_tce,3.65,299.59756,44.07642
0,0,1,0,0,23.81490574,135.92167,1.9948,7.92E+04,63.1,847,121.57,444.4,1,q1_q17_dr25_tce,3.79,299.77884,45.394032
0,0,0,1,1,1.3274511,131.59052,3.465,1.24E+02,0.66,1009,243.87,16.6,1,q1_q17_dr25_tce,4.646,299.82376,45.334881
,1,0,0,0,209.238576,321.1236,2.245,1.55E+02,1.43,354,3.72,5.4,1,q1_q16_tce,4.345,291.18909,45.49229
0,0,1,0,0,1.166835206,131.912321,2.17596,1.55E+04,96.28,3457,33728.08,388.6,1,q1_q17_dr25_tce,4.111,298.87128,46.75198
,1,0,0,0,230.7057888,260.3639847,2.69,,,,,,1,q1_q16_tce,,282.1142,46.816589
0,0,0,0,1,4.99471597,136.1833,3.44,5.30E+01,2.2,1861,2836.06,14.1,1,q1_q17_dr25_tce,3.706,282.58215,46.81551
0,0,1,0,0,27.65960779,141.2478883,4.16321,3.18E+05,50.7,499,14.66,4791,1,q1_q17_dr25_tce,4.593,286.81644,46.884369
0,1,0,0,0,476.727302,496.4298,9.327,1.04E+03,23.42,530,18.64,17.9,1,q1_q17_dr25_tce,2.827,286.90347,46.816341
0.648,1,0,0,0,22.0495604,133.82677,3.428,1.35E+02,1.9,912,163.51,15.4,1,q1_q17_dr25_tce,4.176,297.39395,42.686958
,1,0,0,0,150.7003939,278.5397643,2.82,,,,,,1,q1_q16_tce,,281.75983,42.779018
,1,0,0,0,44.48477463,142.9633835,1.67,,,,,,1,q1_q16_tce,,282.50769,42.742699
,1,0,0,0,93.6452481,157.28348,2.12,,,,,,1,q1_q16_tce,,286.23111,42.79517
,1,0,0,0,574.69029,392.483,4.269,2.77E+02,1.26,191,0.31,7.2,1,q1_q16_tce,4.557,288.41675,42.7136
0,0,0,1,0,280.1604956,286.93817,2.8637,1.29E+04,19.25,237,0.74,54.5,1,q1_q17_dr25_tce,4.581,288.02615,44.118858
,1,0,0,0,370.46262,261.4078,9.541,3.48E+02,2.03,284,1.53,12.1,1,q1_q16_tce,4.401,290.39822,44.17038
,1,0,0,0,116.301793,168.3304,2.253,6.49E+02,2.18,336,3.01,6.3,1,q1_q16_tce,4.552,292.38724,44.13007
,1,0,0,0,480.19416,257.1738,10.76,3.72E+02,1.79,235,0.72,9.1,1,q1_q16_tce,4.51,294.59424,44.110592
,1,0,0,0,368.49828,233.4248,14.903,5.82E+02,1.86,214,0.5,18,1,q1_q16_tce,4.527,294.74133,44.131809
0,0,1,0,0,6.993576155,131.988507,21.2695,2.92E+03,101.15,1605,1569.11,643.3,1,q1_q17_dr25_tce,3.803,294.93457,44.12981
,1,0,0,0,223.5213173,185.1827031,3.27,,,,,,1,q1_q16_tce,,295.76822,44.167011
0,0,1,0,0,1.811461128,132.9324534,8.42343,9.22E+05,373.77,3438,33024.44,3934.3,1,q1_q17_dr25_tce,3.776,296.00156,45.448132
0,0,1,0,0,2.17491508,131.93954,8.4418,6.35E+05,193.73,2009,3847.36,1572,1,q1_q17_dr25_tce,4.143,297.78107,45.424278
0,0,1,1,0,24.5002702,154.6193,4.079,1.54E+02,0.73,409,6.61,13.3,1,q1_q17_dr25_tce,4.688,299.97076,45.448738
,0,1,0,0,2.16402661,133.5762679,2.78,,,,,,1,q1_q17_dr24_tce,,300.24493,45.498039
,1,0,0,0,392.8927563,436.2879702,4.93,,,,,,1,q1_q16_tce,,300.72061,45.460869
,1,0,0,0,114.734287,231.5017,3.724,2.43E+02,1.1,296,1.82,6.7,1,q1_q16_tce,4.569,283.03592,45.577709
0,0,1,1,0,1.340649911,132.05521,5.0912,6.28E+05,127.25,2004,3824.87,791,1,q1_q17_dr25_tce,4.26,293.0744,46.899979
0,0,0,1,1,30.69537638,155.71927,5.6634,1.99E+04,19.39,662,45.29,186.8,1,q1_q17_dr25_tce,4.356,294.47601,46.86166
0,0,1,0,0,30.69533113,155.7207691,5.94855,8.88E+04,69.4,737,69.65,7846.3,1,q1_q17_dr25_tce,4.171,294.4783,46.863811
,1,0,0,0,49.873958,167.55502,1.351,5.62E+02,1.5,366,4.26,5.7,1,q1_q16_tce,4.632,297.828,46.884602
,1,0,0,0,114.2504149,235.8523992,2.11,,,,,,1,q1_q16_tce,,289.44095,42.741638
,1,0,0,0,407.97623,378.6999,14.69,2.38E+02,4.63,498,14.53,11.2,1,q1_q16_tce,3.787,292.89294,42.776581
,1,0,0,0,239.2557898,133.1367334,5.21,,,,,,1,q1_q16_tce,,293.82782,42.771709
0,0,1,1,0,6.279888981,135.296067,5.5086,1.51E+03,196.78,1931,3281.24,150.5,1,q1_q17_dr25_tce,3.137,298.43073,44.192451
,1,0,1,0,37.47695717,150.6694873,1.46,,,,,,1,q1_q16_tce,,301.15225,44.185116
0,0,1,0,0,519.8022187,462.625278,14.9678,7.72E+04,40.88,216,0.51,2502.9,1,q1_q17_dr25_tce,4.356,287.2117,44.283192
,1,0,0,0,48.9200563,163.9628,2.295,3.34E+02,1.71,456,10.22,7,1,q1_q16_tce,4.433,292.22482,44.29277
0,1,0,0,0,583.73632,174.6085,15.75,3.39E+02,2.65,266,1.19,11.4,1,q1_q17_dr25_tce,4.176,285.80096,45.571739
,1,0,0,0,502.658,174.6294,19.51,2.16E+02,0.69,116,0.04,10,1,q1_q16_tce,4.773,285.85172,45.511349
,1,0,0,0,243.954706,221.2717,2.562,2.92E+02,1.35,257,1.03,5.2,1,q1_q16_tce,4.578,291.27625,45.568192
0,0,0,1,1,12.71368909,136.9328,1.875,1.92E+02,1.09,700,56.78,9.8,1,q1_q17_dr25_tce,4.586,287.56247,46.95116
,1,0,0,0,25.26363805,139.3088062,2.72,,,,,,1,q1_q16_tce,,288.73169,46.943699
0.996,0,1,1,0,1.391716834,132.09937,1.421,4.10E+01,36.19,8346,1150147.99,9.7,1,q1_q17_dr25_tce,0.833,288.85568,46.997261
0,0,1,0,0,70.51623381,142.8575773,4.09296,3.30E+05,52.74,390,5.47,3168.8,1,q1_q17_dr25_tce,4.531,289.49918,46.92865
0,0,1,1,0,2.645596805,133.705953,2.9095,1.27E+03,167.05,2452,8539.63,166.8,1,q1_q17_dr25_tce,3.167,290.08661,46.945202
,1,0,0,0,105.6327297,229.1273427,2.73,,,,,,1,q1_q16_tce,,294.52576,46.994301
,1,0,0,0,274.553579,158.0863,5.95,2.18E+02,1.66,322,2.55,6.7,1,q1_q16_tce,4.334,281.28262,42.89959
,1,0,0,0,251.0230401,194.2011858,3.11,,,,,,1,q1_q16_tce,,281.59372,42.871609
,0,1,0,1,1.80774253,132.9483,2.637,5.93E+02,5.29,1822,2606.24,15.1,1,q1_q17_dr24_tce,3.88,282.78036,42.80621
,1,0,0,0,28.7369766,153.842,1.586,5.25E+02,1.95,550,21.64,5.5,1,q1_q16_tce,4.547,285.40469,42.907589
0.007,0,0,1,0,2.45649061,133.21452,2.844,2.88E+02,14.14,3440,33039.62,21,1,q1_q17_dr25_tce,2.486,288.57425,42.913288
,1,0,0,0,98.51783198,173.7083904,1.65,,,,,,1,q1_q16_tce,,295.34177,42.9958
,1,0,0,0,457.513348,138.6556,5.763,5.63E+02,25.18,512,16.21,3.9,1,q1_q16_tce,2.966,294.98322,44.217911
,1,0,0,0,224.0258992,335.8214821,2.93,,,,,,1,q1_q16_tce,,296.55786,44.2831
,1,0,0,0,323.77153,191.0744,17.57,3.54E+02,1.44,216,0.52,10.6,1,q1_q16_tce,4.586,285.75095,44.356979
,1,0,0,0,40.0389613,156.35794,1.711,1.09E+02,0.95,517,16.85,5.7,1,q1_q16_tce,4.437,285.79947,44.34819
0,0,1,0,0,22.57197263,145.0344991,4.00349,7.93E+04,46.14,617,34.24,1040.1,1,q1_q17_dr25_tce,4.431,291.59738,44.398521
0,0,1,0,0,1.018861199,132.07252,6.5005,2.91E+05,93.47,2505,9299.2,911.3,1,q1_q17_dr25_tce,4.009,296.90295,44.351231
,1,0,0,0,80.519237,164.0077,4.044,9.25E+01,1.08,476,12.11,7.2,1,q1_q16_tce,4.378,293.75519,45.500839
,1,0,0,0,149.356804,278.1387,15.415,1.72E+02,2.92,560,23.18,14,1,q1_q16_tce,3.842,295.4079,45.535233
,1,0,0,0,50.47759052,141.7787075,2.02,,,,,,1,q1_q16_tce,,299.63815,45.58778
0,0,1,1,0,2.79123954,131.94858,2.843,1.55E+02,2.22,1771,2322.96,25.3,1,q1_q17_dr25_tce,4.111,300.11902,45.510349
,1,0,0,0,223.3176922,233.6828323,3.54,,,,,,1,q1_q16_tce,,300.41495,45.574299
0.01,0,0,1,0,44.637111,157.2998,5.868,2.83E+02,1.28,432,8.22,9.4,1,q1_q17_dr25_tce,4.518,296.36893,46.957821
,0,1,0,0,365.620697,238.984,32.263,2.72E+04,12.75,215,0.5,671.1,1,q1_q17_dr24_tce,4.531,291.62619,47.08123
,1,0,0,0,191.272501,293.2441,3.064,2.87E+02,1.59,310,2.18,5.8,1,q1_q16_tce,4.43,299.02518,47.079071
