koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_slogg,ra,dec
0.983,0,1,0,0,22.65117451,140.337593,3.6895,2.25E+03,7.62,855,126.57,170.1,1,q1_q17_dr25_tce,4.31,290.10333,39.781631
0,0,0,1,0,1.204274435,134.05838,1.3362,1.86E+02,1.19,1564,1413.91,34.7,1,q1_q17_dr25_tce,4.552,294.59613,47.197449
0,0,1,1,1,0.948950734,134.368152,4.0245,2.13E+03,36.87,2103,4636.91,238.6,1,q1_q17_dr25_tce,4.391,293.24384,38.27327
0,0,1,1,0,4.722254104,178.243313,3.451,8.27E+04,14.45,557,22.67,314.1,1,q1_q17_dr25_tce,4.776,296.69562,47.327309
0,1,0,0,0,0.635069939,134.0209283,2.07171,3.31E+04,57.77,2351,7193.72,578.6,1,q1_q17_dr25_tce,4.434,296.32028,47.40657
0,0,0,1,1,0.933746515,133.387415,6.6522,2.94E+03,25.54,1508,1222.25,549.5,1,q1_q17_dr25_tce,4.596,292.83301,47.495529
0,0,1,0,0,1.872421727,134.366162,1.5261,3.02E+03,5.65,1298,672.92,179,1,q1_q17_dr25_tce,4.486,281.5238,47.755341
0,0,1,0,0,54.35635067,164.070221,6.4345,1.05E+04,38.81,566,24.18,628.1,1,q1_q17_dr25_tce,4.281,292.93085,37.60664
0,0,0,1,1,0.54624855,178.5614,2.0543,6.40E+02,18.93,1837,2677.36,42.9,1,q1_q17_dr25_tce,4.625,287.13388,37.83926
0,0,0,1,1,8.4120069,139.64745,3.923,8.20E+02,1.71,590,28.69,39.7,1,q1_q17_dr25_tce,4.668,291.85382,37.74192
0,0,1,1,0,0.995861402,132.346819,1.1507,4.99E+03,26.93,1477,1124.35,272,1,q1_q17_dr25_tce,4.604,290.63943,38.28463
0,0,1,1,0,8.387210055,138.903759,1.6477,4.95E+03,72.52,1211,509.55,180.6,1,q1_q17_dr25_tce,4.044,290.862,38.35358
0,0,1,0,1,15.2384539,369.56902,19.292,7.02E+03,9.84,829,111.67,56,1,q1_q17_dr25_tce,4.419,286.00031,38.284599
,0,0,0,0,0.413334492,133.212225,2.3808,2.03E+03,31.52,2509,9374.09,236.9,,,4.465,293.02512,37.992641
0,0,0,1,1,0.93374614,133.388153,6.551,1.72E+03,149.71,3303,28084.15,365.7,1,q1_q17_dr25_tce,3.424,292.84213,47.483829
0,0,0,1,1,6.47179275,356.38477,6.788,4.03E+02,2.08,1075,316,30.7,1,q1_q17_dr25_tce,4.446,296.69971,47.406731
0,0,1,1,0,37.4783492,157.31713,5.317,1.47E+03,10.05,262,1.12,18.3,1,q1_q17_dr25_tce,4.813,291.10846,37.857792
0,0,0,1,1,8.09695764,140.74216,3.319,2.84E+02,34,1197,484.58,35.4,1,q1_q17_dr25_tce,4.024,292.73627,37.560341
0,1,0,1,0,0.528755447,133.38227,5.714,4.09E+02,47.75,3271,27241.45,100.1,1,q1_q17_dr25_tce,3.92,292.58304,38.374378
,0,0,0,0,10.9110487,142.52714,7.033,4.02E+02,2.36,786,90.07,28.3,,,4.546,290.89407,38.435032
0,0,0,1,0,3.14051153,178.4691,8.2806,1.44E+03,31.01,1306,689.48,139.5,1,q1_q17_dr25_tce,4.443,282.35324,43.335129
0.729,0,1,0,0,12.71379418,175.0725677,2.44093,3.67E+04,2.31,181,0.26,2981.3,1,q1_q17_dr25_tce,5.283,287.55972,46.957085
0,0,1,0,0,15.80110003,177.1533515,6.37505,3.75E+04,15.61,614,33.6,1642.2,1,q1_q17_dr25_tce,4.587,295.47067,44.010738
0,0,0,1,0,1.739428983,354.889074,2.4894,5.90E+03,268.65,1268,612.49,130,1,q1_q17_dr25_tce,4.603,297.82956,41.141949
0,0,1,1,0,1.217266418,133.328666,3.3208,5.81E+03,14.49,2378,7548.29,603.4,1,q1_q17_dr25_tce,4.145,292.76434,41.27528
0,0,1,0,0,19.56309252,134.3548284,6.9547,1.30E+04,23.76,965,205.39,2477,1,q1_q17_dr25_tce,3.959,297.52545,41.261841
0,0,1,1,1,3.7228551,179.30315,12.8164,2.97E+03,5.67,1118,368.33,294.8,1,q1_q17_dr25_tce,4.547,291.98337,41.555111
0,0,1,0,0,48.93786896,140.76639,6.5868,7.24E+03,24.19,764,80.37,445.7,1,q1_q17_dr25_tce,4.094,295.94092,44.57835
0,0,1,1,0,5.48990788,134.10438,4.02,5.99E+02,23.6,1039,275.65,36.7,1,q1_q17_dr25_tce,4.493,292.85608,38.37257
0,1,0,1,1,0.73093905,355.90306,2.8437,4.51E+02,1.45,1488,1159.62,52.4,1,q1_q17_dr25_tce,4.588,289.76483,38.35236
0,0,0,1,1,0.933749941,133.38422,6.606,4.15E+02,12.93,919,168.44,88.8,1,q1_q17_dr25_tce,4.786,292.73892,47.49073
0,1,0,1,1,0.445275074,133.971372,2.276,2.55E+02,1.21,1950,3419.7,86.3,1,q1_q17_dr25_tce,4.621,297.13327,47.628769
0,0,1,0,0,10.81013273,132.95157,4.4618,6.17E+03,13.95,985,222.68,806.5,1,q1_q17_dr25_tce,4.269,294.41245,45.130852
0,0,1,0,0,3.273699006,171.2385098,3.07626,6.86E+03,22.36,3060,20728.79,1293.1,1,q1_q17_dr25_tce,4.086,288.49948,47.996471
0,0,1,1,1,7.047103499,175.03337,3.3208,7.13E+04,51.86,955,196.62,274.9,1,q1_q17_dr25_tce,4.417,290.11569,38.40419
,0,0,0,1,0.530300102,354.985736,2.8502,3.04E+03,35.73,2410,7972.18,207.4,,,4.448,299.26038,41.420231
0,0,1,1,0,1.073917869,177.924088,2.4305,1.93E+03,33.01,1794,2450.63,137.5,1,q1_q17_dr25_tce,4.479,295.16049,41.0793
0,1,0,1,1,4.206096814,136.44854,10.7381,1.30E+03,32.66,1252,581.11,149.3,1,q1_q17_dr25_tce,4.426,298.47424,41.07589
0,0,1,1,1,19.56313723,369.11182,6.8575,5.54E+03,9.73,706,58.71,157.8,1,q1_q17_dr25_tce,4.352,297.52863,41.259911
0,0,1,1,1,2.227718792,134.452638,4.9699,1.04E+03,8.88,1400,906.46,124.3,1,q1_q17_dr25_tce,4.508,298.33893,41.073479
0,0,1,0,0,0.591914504,355.353791,1.0225,1.06E+03,27.21,1646,1746.78,56.3,1,q1_q17_dr25_tce,4.659,298.20035,41.011688
0,0,1,1,1,3.125814002,356.41184,1.7895,2.39E+02,1.88,1460,1073.04,32,1,q1_q17_dr25_tce,4.346,287.14944,42.105209
0,0,0,1,0,10.80487163,134.09498,2.7215,2.93E+02,1.71,857,127.84,27.4,1,q1_q17_dr25_tce,4.471,292.23724,42.154289
0,0,0,1,1,1.487084251,133.97746,1.3233,2.96E+02,1.6,1462,1076.29,17.9,1,q1_q17_dr25_tce,4.551,281.43735,42.725269
0.483,0,1,0,0,2.73987398,134.5503077,4.15886,2.06E+04,34.83,2113,4705.3,1454.3,1,q1_q17_dr25_tce,3.844,283.46991,45.05246
0,0,1,0,0,5.801880653,357.453464,4.2608,4.19E+04,19.91,964,203.62,396.8,1,q1_q17_dr25_tce,4.541,289.40573,44.516941
0,0,1,0,0,85.34092607,386.211642,10.6141,5.17E+04,1177.65,409,6.61,898.4,1,q1_q17_dr25_tce,4.522,291.90237,44.683731
0,0,1,1,1,0.782045734,134.0214,1.7945,1.62E+04,45.05,2070,4332.1,272.3,1,q1_q17_dr25_tce,4.463,290.26767,44.712849
0,0,1,1,0,0.522457732,133.751976,0.8907,1.44E+02,1.52,2308,6715.55,48.2,1,q1_q17_dr25_tce,4.459,286.66568,48.144581
0,0,1,1,0,251.0597249,230.027745,5.1095,7.42E+03,44.2,301,1.93,110.3,1,q1_q17_dr25_tce,4.34,290.20236,42.955891
0,0,0,1,1,11.70219638,151.13414,2.6658,6.40E+02,16.15,719,63.16,41.3,1,q1_q17_dr25_tce,4.596,284.45691,41.56131
0,1,0,1,0,0.885747456,134.486834,4.4788,8.95E+02,269.98,4958,142553.16,203.6,1,q1_q17_dr25_tce,2.816,284.28253,44.987228
0,0,0,1,0,3.611541977,357.25064,8.6068,2.97E+03,28.07,1005,240.29,167.1,1,q1_q17_dr25_tce,4.504,301.35507,44.492271
1,0,0,1,0,5.082722475,137.26075,5.9139,1.97E+03,4.4,1059,296.94,95.5,1,q1_q17_dr25_tce,4.438,299.07388,44.431679
0,0,1,1,0,9.991625291,137.447816,3.8552,3.45E+03,38.93,907,160.14,220.3,1,q1_q17_dr25_tce,4.338,301.04239,45.022888
0,0,1,0,0,2.171827838,355.083686,3.2205,4.21E+04,58.56,1311,698.31,300.6,1,q1_q17_dr25_tce,4.513,294.77393,39.333839
0,0,1,1,0,0.833980196,133.68304,1.756,2.61E+02,1.45,1816,2562.78,56.9,1,q1_q17_dr25_tce,4.53,295.87634,42.364819
,1,0,0,0,69.62754202,176.3098622,11.07,,,,,,,,,296.3999,42.3871
0,0,0,1,1,1.926353494,133.68077,2.5305,1.85E+02,1.33,1484,1146.34,36.9,1,q1_q17_dr25_tce,4.481,292.05478,42.33025
0,0,0,1,1,0.890737359,134.56707,1.9257,1.96E+02,20.57,2022,3948.43,37.7,1,q1_q17_dr25_tce,4.293,295.78595,42.84428
0,0,1,1,1,1.506507172,178.18515,4.5346,8.81E+02,13.4,801,97.56,86.7,1,q1_q17_dr25_tce,4.774,293.61743,45.016701
0,0,1,0,0,1.634614356,133.96855,3.4422,1.98E+04,44.22,1611,1597.73,376.5,1,q1_q17_dr25_tce,4.468,294.88181,39.161072
0.002,0,1,0,0,16.02501898,367.693328,3.8828,2.91E+04,1069.01,657,44.01,257.8,1,q1_q17_dr25_tce,4.582,296.47937,39.127571
0,0,1,0,0,0.711966971,134.223486,2.0221,6.23E+03,33.34,1855,2808.98,392.2,1,q1_q17_dr25_tce,4.47,295.73193,39.587521
0,0,1,1,1,17.72724392,356.795528,4.1073,1.69E+04,14.77,741,71.06,109.7,1,q1_q17_dr25_tce,4.464,296.73502,39.187801
0,0,0,1,0,7.13895376,184.24569,4.568,2.54E+02,49.96,1622,1635,32.9,1,q1_q17_dr25_tce,3.913,291.01358,42.283134
0,0,1,1,1,4.4645454,132.31538,2.8823,1.94E+02,3.07,1601,1555.36,37.6,1,q1_q17_dr25_tce,3.91,299.54376,40.86026
0.49,0,0,1,0,19.30112039,133.35614,6.0752,2.32E+02,1.66,669,47.49,45,1,q1_q17_dr25_tce,4.408,295.51068,42.930565
0,0,1,0,0,1.20320092,133.929836,1.9197,2.81E+03,49.25,2124,4809.16,250.8,1,q1_q17_dr25_tce,4.198,280.94385,42.839184
0,0,1,0,0,10.9802462,137.1376073,3.74464,5.01E+04,21.94,821,107.47,1555.4,1,q1_q17_dr25_tce,4.462,282.79764,43.578129
0.041,0,1,0,0,2.144632238,133.984128,6.2701,1.98E+04,59.19,1736,2146.82,334.8,1,q1_q17_dr25_tce,4.24,293.35129,43.13464
0,0,1,0,0,27.32204488,159.7472774,5.6716,7.75E+04,21.58,531,18.81,3622.7,1,q1_q17_dr25_tce,4.592,283.2413,46.378471
0,0,1,0,0,1.152216965,133.277861,2.2245,1.21E+04,187.73,5283,183811.71,104.5,1,q1_q17_dr25_tce,2.619,293.28156,43.055809
0,0,1,1,1,5.2972293,177.95111,3.799,1.21E+03,47.7,2867,15961.1,31.8,1,q1_q17_dr25_tce,2.386,296.39639,44.963036
0,0,0,1,1,14.17098745,359.82956,3.4804,3.07E+03,4.19,608,32.22,93.6,1,q1_q17_dr25_tce,4.565,296.93393,44.853642
0,0,1,1,1,31.9734169,133.86598,13.262,1.41E+03,24.1,442,9.01,62.5,1,q1_q17_dr25_tce,4.595,292.13437,44.65617
0,0,1,1,0,0.52205862,133.138446,2.0847,1.38E+03,27.16,2022,3951.57,169,1,q1_q17_dr25_tce,4.478,288.65359,39.66431
0,0,1,0,0,53.10094262,135.9717179,2.2868,2.00E+04,24.02,464,10.93,1108.5,1,q1_q17_dr25_tce,4.396,286.83487,39.760849
0,0,0,1,1,5.80181368,137.57807,4.119,2.70E+02,4.52,1491,1168.82,35.3,1,q1_q17_dr25_tce,3.86,298.77338,47.786469
0,0,1,1,1,15.6402515,359.07991,6.222,8.00E+02,18.11,640,39.55,19.3,1,q1_q17_dr25_tce,4.491,293.61121,39.417519
0,0,0,1,0,0.691666384,135.94927,1.9603,3.56E+01,0.58,2031,4014.57,20.8,2,q1_q17_dr25_tce,4.408,295.51068,42.930565
0,0,1,1,1,1.074106954,133.84323,1.9797,6.45E+01,0.52,1255,588.96,48.5,1,q1_q17_dr25_tce,4.637,289.24817,42.565559
0.005,0,1,0,0,5.117401517,134.586518,4.3056,6.29E+04,28.41,1130,385.51,456.6,1,q1_q17_dr25_tce,4.454,284.82272,46.013721
0.085,0,1,0,0,4.20233673,179.533899,3.6973,4.60E+04,23.53,1246,570.87,258.8,1,q1_q17_dr25_tce,4.396,282.18439,46.006859
0,0,1,1,1,15.60865244,144.29934,6.26,3.11E+02,6.17,1419,958.55,46.9,1,q1_q17_dr25_tce,3.94,297.97922,48.553871
0,0,1,1,0,4.494498254,134.77583,1.9742,2.48E+02,62.11,1667,1824.84,39.3,1,q1_q17_dr25_tce,3.578,295.03461,48.882172
0,0,1,1,1,1.061934816,133.84801,3.2551,4.37E+02,25.72,1660,1789.63,74.5,1,q1_q17_dr25_tce,4.545,288.90857,44.64241
0,0,1,1,0,5.93821065,136.52839,2.5128,5.23E+02,61.63,996,231.93,33.6,1,q1_q17_dr25_tce,4.545,299.2749,44.55349
0,0,1,1,0,0.655001616,133.176794,1.8136,2.71E+02,31.77,3162,23595.49,104.5,1,q1_q17_dr25_tce,3.965,293.53415,44.971111
0,0,1,1,1,8.65306587,134.30886,4.486,1.05E+03,19.78,633,37.94,43,1,q1_q17_dr25_tce,4.589,289.7261,39.272831
0.383,0,1,0,0,3.221785738,136.141517,3.3411,4.64E+04,25.03,1357,800.37,336.4,1,q1_q17_dr25_tce,4.411,291.92065,45.247028
0,1,0,0,0,0.6243875,133.0436541,1.92102,3.69E+04,29.45,1639,1693.36,628.3,2,q1_q17_dr25_tce,4.644,297.57349,45.233299
0,0,1,0,0,18.61009258,139.0850449,4.98308,5.08E+04,55.23,686,52.24,1309.3,1,q1_q17_dr25_tce,4.526,290.88354,45.765869
0,0,1,0,0,1.137525054,133.805565,2.68228,1.80E+04,42.74,1746,2197.52,633.1,1,q1_q17_dr25_tce,4.467,286.36188,45.555161
0,0,1,0,0,23.79993927,152.5654761,5.02319,6.02E+04,51.74,637,38.92,2065.8,1,q1_q17_dr25_tce,4.473,290.49307,45.205898
0,0,1,0,0,1.22775877,133.78679,2.7545,4.61E+04,48.79,1859,2809.86,292.7,1,q1_q17_dr25_tce,4.412,289.04999,51.418369
0,0,1,0,0,40.24649897,161.306577,6.0203,1.59E+05,97.54,768,82.27,420.9,1,q1_q17_dr25_tce,4.051,296.02509,43.234875
0.957,0,1,0,0,2.27999662,133.640649,5.7777,1.28E+04,20.74,2000,3775.07,366.8,2,q1_q17_dr25_tce,4.051,296.02509,43.234875
0.867,0,1,0,0,2.48658617,134.110364,2.7189,4.21E+04,24.39,1461,1077.69,91.6,1,q1_q17_dr25_tce,4.35,289.80521,46.491711
,0,1,0,1,0.530967162,133.849416,3.3659,2.45E+02,23.72,2704,12644.75,125.5,1,q1_q17_dr24_tce,4.316,288.86734,44.61573
0,0,0,1,1,2.243016513,133.45086,2.721,3.00E+02,1.37,1167,438.46,59.1,1,q1_q17_dr25_tce,4.614,296.65308,39.322689
0,0,1,1,1,8.6531216,134.30147,4.39,6.55E+02,22.58,772,84.05,35.7,1,q1_q17_dr25_tce,4.564,289.7439,39.286301
0,0,1,0,0,34.06456641,150.452048,9.6114,2.85E+04,15.57,570,25,1305.9,1,q1_q17_dr25_tce,4.517,293.38663,45.87027
0,0,1,0,0,4.350087749,134.800238,2.6428,2.36E+04,24.77,1136,393.2,192.2,1,q1_q17_dr25_tce,4.495,283.18909,45.36417
0,0,1,0,0,1.744101106,134.50867,1.5497,9.68E+03,7.21,1016,251.54,152.6,1,q1_q17_dr25_tce,4.593,294.91586,45.783871
0,0,1,0,0,7.981187121,133.802114,1.8071,7.61E+03,18.75,966,205.88,202.1,1,q1_q17_dr25_tce,4.472,293.70905,45.286388
0.087,0,0,1,0,4.118775582,357.261244,3.76,2.65E+03,4.48,1067,306.75,125.6,1,q1_q17_dr25_tce,4.579,297.60529,45.36068
0,0,1,1,0,0.971933156,133.853925,1.9265,4.79E+03,50.75,1754,2240.48,223.1,1,q1_q17_dr25_tce,4.445,297.89658,43.563889
0,0,1,0,0,121.5991278,137.27469,15.1596,1.05E+04,379.63,358,3.87,297,1,q1_q17_dr25_tce,4.551,294.54739,43.533691
0,0,1,1,1,1.061932545,133.850441,2.1429,1.34E+02,2.29,2508,9391.15,80.2,1,q1_q17_dr25_tce,3.975,288.90253,44.632992
0,0,1,1,1,5.663621501,133.89009,1.2968,1.23E+03,2.47,774,84.76,39.8,1,q1_q17_dr25_tce,4.601,284.79102,45.228989
0,0,1,1,1,0.895277575,133.411986,2.711,5.35E+02,9.27,4253,77480.31,132.1,1,q1_q17_dr25_tce,3.707,298.34421,45.40992
0,0,1,1,0,9.41475056,142.32936,4.736,4.83E+02,19.33,962,202.58,55.2,1,q1_q17_dr25_tce,4.436,293.17416,45.521229
,1,0,0,0,0.56669006,133.81294,2.1674,1.05E+02,1.52,2955,18023.71,53.8,,,4.273,294.79001,45.391621
0.001,0,0,1,0,3.00363219,135.64129,3.732,1.01E+02,1.43,1571,1441.44,38.5,1,q1_q17_dr25_tce,4.217,293.64841,38.976021
0,0,1,1,1,0.796722833,133.07985,2.4551,1.07E+02,1.44,2401,7844.64,43.9,1,q1_q17_dr25_tce,4.121,294.35049,38.602131
0,0,0,1,1,6.0990118,135.52357,3.6112,2.28E+02,3.16,1374,842.53,39.3,1,q1_q17_dr25_tce,3.881,296.71735,44.579659
0,0,0,1,1,2.90060781,179.83386,2.563,1.25E+02,1.58,1645,1727.31,20.6,1,q1_q17_dr25_tce,4.241,296.43408,39.444069
,1,0,0,0,1.3866358,134.3472,4.77,7.01E+01,0.72,1503,1205.94,6.8,,,4.551,285.98865,45.377811
0,0,0,1,1,3.47143963,133.74061,3.663,9.98E+01,1.19,1358,805.05,27.5,1,q1_q17_dr25_tce,4.409,290.86142,38.641129
,1,0,0,0,3.50376155,134.6825677,3.16,,,,,,,,,290.66681,38.568329
0,0,1,0,1,3.117087797,134.684738,3.06941,1.22E+04,88.51,1842,2725.12,441.7,1,q1_q17_dr25_tce,3.973,283.31592,48.404873
,0,1,0,0,0.937406378,134.726531,1.9515,5.08E+03,7.09,1659,1790.11,138.9,1,q1_q17_dr24_tce,4.529,291.63699,47.83234
0,0,1,1,1,0.668483615,178.281377,2.0909,2.90E+03,29.53,1832,2642.17,161.2,1,q1_q17_dr25_tce,4.575,298.25803,48.217361
0,0,1,0,0,4.429633087,355.143546,3.0257,6.12E+03,32.12,950,192.62,166.3,1,q1_q17_dr25_tce,4.545,282.23273,48.271198
0,0,0,1,1,1.544927524,133.54909,1.0134,1.39E+02,1.39,1824,2606.96,25.4,1,q1_q17_dr25_tce,4.34,294.18967,39.617119
,0,0,0,0,0.323021692,133.603668,2.3442,4.71E+04,46.4,2545,9913.7,520.6,,,4.381,292.63,42.829338
0,0,1,0,0,4.70818628,137.0593,3.278,5.65E+04,42.99,1046,282.41,24.7,1,q1_q17_dr25_tce,4.53,291.61008,42.759762
0,0,1,0,0,14.40585744,360.3847471,5.48509,3.04E+04,23.42,888,146.95,2294.1,1,q1_q17_dr25_tce,4.196,293.02036,42.508835
0,0,1,0,0,7.702374154,137.563452,3.8459,1.84E+04,225.25,825,109.38,157.2,1,q1_q17_dr25_tce,4.565,292.7399,42.359402
,1,0,0,0,4.2856756,134.4812,4.059,3.14E+01,2.13,1790,2429.13,8.3,,,3.443,292.4968,39.193169
0,0,1,0,0,7.388833611,133.9344039,5.62857,1.31E+04,10.66,877,139.94,1509.3,1,q1_q17_dr25_tce,4.558,293.8129,42.04871
0.285,0,1,0,0,2.698021895,136.32786,23.192,6.72E+03,52.51,1582,1481.76,647.1,1,q1_q17_dr25_tce,4.36,291.98694,42.037651
0,0,0,0,1,4.887806806,354.539481,2.4078,4.68E+03,5.71,918,167.54,116.1,1,q1_q17_dr25_tce,4.523,297.71039,48.083832
0,0,1,0,0,11.97360504,144.779315,4.3117,3.82E+03,38.2,820,106.83,172.9,1,q1_q17_dr25_tce,4.497,296.71634,48.211262
0,0,1,1,1,1.231364189,133.036618,5.8574,1.10E+03,5.39,1707,2005.15,229.7,1,q1_q17_dr25_tce,4.429,290.29385,47.96759
0,0,0,1,0,2.102416517,134.394943,1.7684,1.50E+03,29.29,1435,1003.06,94.3,1,q1_q17_dr25_tce,4.494,294.0217,48.390419
0,0,1,0,0,11.7031093,133.721698,2.0467,4.20E+03,37.3,811,102.47,126.6,1,q1_q17_dr25_tce,4.494,296.93268,48.266491
1,0,0,1,0,13.73808249,134.43787,3.354,6.61E+02,3.84,912,163.52,68.4,1,q1_q17_dr25_tce,4.292,298.18362,42.01313
0,0,1,0,0,16.66216657,142.186468,3.8762,2.74E+04,843.45,834,114.41,114.5,1,q1_q17_dr25_tce,4.38,286.30026,42.374828
0,0,1,1,1,0.752159702,134.047229,2.3621,3.43E+03,43.73,2224,5767.22,291.1,1,q1_q17_dr25_tce,4.296,297.10837,42.751663
0,0,1,1,1,4.81886153,358.16338,6.223,1.32E+03,2.96,803,98.29,86.3,1,q1_q17_dr25_tce,4.658,294.09109,42.491459
0,0,1,0,0,4.02378908,136.23411,3.237,3.21E+01,2.24,2504,9293.19,36.1,1,q1_q17_dr25_tce,3.651,301.26144,45.104893
,0,0,0,0,0.312941621,133.810501,2.0646,3.53E+04,58.02,3151,23300.36,413.9,,,4.312,293.38153,48.82476
0.92,0,1,0,0,2.495780169,135.336948,4.2721,2.51E+04,15.75,1408,929.47,171.4,1,q1_q17_dr25_tce,4.426,296.50739,49.457291
0,0,1,0,0,8.428090255,358.303469,1.881,1.14E+04,517.43,817,105.54,183,1,q1_q17_dr25_tce,4.573,284.98886,49.62606
0,0,1,0,0,8.344104633,361.839209,1.8014,9.70E+03,836.31,785,89.55,89.7,1,q1_q17_dr25_tce,4.559,298.76062,48.600182
0,0,1,0,0,137.759605,173.16476,9.1713,8.33E+04,49.52,396,5.81,885.9,1,q1_q17_dr25_tce,4.085,295.86691,42.062672
0,0,1,0,0,2.155278342,133.576109,2.1064,2.07E+04,16.89,1272,620.67,142.7,1,q1_q17_dr25_tce,4.568,297.70712,42.047371
0,0,1,0,0,3.661326482,135.26995,2.5714,1.78E+04,12.07,1023,258.6,424.6,1,q1_q17_dr25_tce,4.501,298.09171,41.794128
,1,0,0,0,0.76973817,133.2965754,2.5,,,,,,1,q1_q17_dr24_tce,,288.03989,41.818359
1,0,1,0,0,165.739861,214.039466,24.9393,7.34E+03,57.54,692,54.1,527.8,1,q1_q17_dr25_tce,2.99,298.94815,41.812149
0,0,1,1,1,9.08937826,139.08364,6.255,7.80E+02,5.35,1104,351.45,72.7,1,q1_q17_dr25_tce,4.332,297.116,47.737949
0.003,0,1,0,0,1.577800747,133.307724,2.1626,6.98E+02,31.24,1513,1236.23,79.6,1,q1_q17_dr25_tce,4.566,292.08905,47.929642
0.565,0,1,0,0,2.380862632,135.3252117,4.20416,3.26E+04,21.65,1480,1133,2590.6,1,q1_q17_dr25_tce,4.297,289.79077,48.448139
0,0,0,1,1,1.752567456,134.47196,5.4993,6.07E+02,26.56,1502,1202.54,92.2,1,q1_q17_dr25_tce,4.433,298.80545,42.39584
0,0,1,1,0,1.336109338,178.258786,1.7419,2.20E+03,35.19,1727,2106.49,150,1,q1_q17_dr25_tce,4.46,285.41196,48.725231
0,0,0,1,1,22.34293693,155.08552,7.0813,2.69E+03,2.92,399,6.01,35.3,1,q1_q17_dr25_tce,4.663,297.33563,41.89048
0,0,1,0,0,119.4081716,232.649303,9.3537,1.86E+04,16.26,328,2.72,508.4,1,q1_q17_dr25_tce,4.477,281.74261,42.123081
0,0,1,1,0,1.171536413,178.597581,1.5878,1.13E+03,7.12,2387,7673.2,67,1,q1_q17_dr25_tce,4.275,297.88437,41.931252
0,0,0,1,0,0.973547911,133.49742,2.2858,4.36E+02,11.52,1814,2556.6,38.7,1,q1_q17_dr25_tce,4.542,298.79498,41.759769
0,0,1,1,1,3.053563251,133.88354,3.2551,5.08E+02,21.79,1171,444.16,50.4,1,q1_q17_dr25_tce,4.548,298.13525,41.95105
0,0,0,1,1,1.031096352,133.93938,2.781,2.65E+02,2.36,2020,3954.46,37.8,1,q1_q17_dr25_tce,4.426,296.14877,47.934872
,0,0,0,0,30.00908916,139.70643,3.15,,,,,,,,,298.74423,46.83009
0,0,1,1,1,14.32407216,364.39537,4.6577,2.05E+03,38.86,782,88.38,58,1,q1_q17_dr25_tce,4.453,294.58929,41.944382
0,0,1,0,0,30.8825387,151.5295103,5.3737,2.40E+04,15.4,593,29.12,1266.2,1,q1_q17_dr25_tce,4.486,288.72949,42.55088
0,0,0,1,0,72.4914068,139.77857,3.612,1.06E+03,15.33,700,56.76,39.2,1,q1_q17_dr25_tce,3.639,299.2475,46.951908
0,0,1,0,0,4.93913074,135.05172,1.362,3.83E+02,24.03,1182,461.47,22,1,q1_q17_dr25_tce,4.324,291.23883,40.163509
0,0,0,1,1,3.55650737,133.51831,8.545,2.94E+02,3.05,1405,918.25,77.1,1,q1_q17_dr25_tce,3.876,297.12186,46.221909
0,0,1,1,1,0.70544824,133.807063,2.9423,4.62E+02,20.03,1868,2899.07,118.2,1,q1_q17_dr25_tce,4.564,289.95078,50.657249
0,0,0,1,0,5.00673576,134.54239,1.9398,1.91E+02,2,1324,726.94,26.6,1,q1_q17_dr25_tce,4.158,298.96255,40.630661
0,0,0,1,1,4.9883873,358.23526,9.059,5.08E+02,3.28,1236,550.52,42.4,1,q1_q17_dr25_tce,4.395,296.4418,46.616711
0,0,1,0,0,36.12895451,388.551318,2.2348,3.76E+03,53.72,546,21.05,66.3,1,q1_q17_dr25_tce,4.484,289.60678,39.938332
0,0,1,0,0,32.50456309,365.358295,2.4657,7.59E+03,10.68,591,28.8,148.1,1,q1_q17_dr25_tce,4.479,295.04639,46.97459
0,0,1,1,1,1.332560589,133.38311,4.2427,5.67E+02,1.4,1086,330.32,108.8,1,q1_q17_dr25_tce,4.662,295.18561,46.786709
0,0,1,0,0,9.08590495,182.08162,2.0718,2.12E+03,6.28,861,130.1,50.5,1,q1_q17_dr25_tce,4.479,296.03342,40.019611
0,0,0,0,1,0.784512952,355.57263,2.4623,5.86E+02,25.48,1952,3432.93,44.4,1,q1_q17_dr25_tce,4.522,299.556,40.456551
0,0,0,1,0,0.883778461,133.60599,1.6339,1.20E+02,1.09,1934,3316.4,31.7,1,q1_q17_dr25_tce,4.453,298.3949,40.62891
0,0,1,1,0,4.288515468,121.97268,2.2959,3.46E+03,76.51,1722,2081.57,292.1,1,q1_q17_dr25_tce,3.878,284.73859,47.169628
0.994,0,1,0,0,12.7319385,138.73144,4.4157,1.14E+04,70.11,1145,405.75,69.9,1,q1_q17_dr25_tce,4.221,295.21661,50.084332
0,0,1,1,1,0.520222869,178.14846,1.2216,2.70E+02,1.52,2145,5038.49,28.9,1,q1_q17_dr25_tce,4.527,297.04651,49.97039
0.003,0,1,0,0,5.093938816,139.7178386,3.93144,2.50E+04,17.19,1137,395.38,1131.7,1,q1_q17_dr25_tce,4.449,288.25284,51.417332
0,0,1,0,0,37.59029855,157.350357,4.3855,1.99E+04,14.39,573,25.53,929,1,q1_q17_dr25_tce,4.463,292.87616,48.195309
